```bash
#!/bin/bash

# Find all .log files recursively, print path and line count,
# exit non-zero if any file has more than 1000 lines.

exit_code=0

while IFS= read -r -d '' file; do
    line_count=$(wc -l < "$file")
    echo "$file: $line_count"
    if [ "$line_count" -gt 1000 ]; then
        exit_code=1
    fi
done < <(find . -type f -name '*.log' -print0)

exit $exit_code
```

[stderr]
phase       detail                      elapsed/progress
load        weights                      0.00%           0 B /      15.17 GiB     0.000 s
load        weights                     57.69%      8.75 GiB /      15.17 GiB    10.059 s
load        weights                    100.00%     15.17 GiB /      15.17 GiB    16.785 s
load        engine construction           18.698 s
load        artifact/materialize          18.559 s
load        host to device                16.785 s
summary     target                    qwen3_8_27b
summary     weights                   groupwise-int
summary     artifact file read        15.18 GiB
summary     weight H2D                15.17 GiB
summary     pinned staging peak       256.00 MiB
summary     tensors/resources         783 / 6
prepare     render/preprocess              0.000 s
generate    vision                         0.000 s
generate    text prefill                   0.259 s
generate    decode                         2.449 s
generate    total                          2.709 s
summary     sampling                  greedy (temperature 0)
summary     finish reason             stop-token
summary     prompt tokens             69
summary     reused prompt tokens      0
summary     generated tokens          133
summary     model elapsed             2.708 s
summary     prefill speed             266.25 tok/s
summary     decode speed              53.90 tok/s
summary     throughput (overall)      49.11 tok/s
summary     device                    0
summary     max context               1024
summary     KV capacity policy        explicit
summary     KV capacity               1024
summary     KV page groups            16 / 16
summary     gpu weights used          15.17 GiB / 15.17 GiB
summary     gpu sequence used         119.18 MiB / 119.18 MiB
summary     kv cache dtype            int8-group64
summary     kv cache payload          35.19 MiB
summary     gpu workspace peak        10.79 MiB / 10.79 MiB
summary     runtime reservation       141.97 MiB
summary     free after weights        179.06 MiB
summary     free after startup        45.06 MiB
summary     KV capacity headroom      0 B
summary     planned slack             37.09 MiB
summary     CUDA Graph memory         2.00 MiB / 12.00 MiB
summary     planned device total      15.31 GiB
summary     mtp draft window          2
summary     mtp rounds                45
summary     mtp fallback steps        0
summary     mtp drafted tokens        90
summary     mtp accepted tokens       87
summary     mtp acceptance rate       96.67%
summary     mtp acceptance length     2.93 tok/round
summary     mtp accepted by pos       44,43
