```python
def factorial(n):
    """
    Compute the factorial of a non-negative integer n iteratively.

    Args:
        n: A non-negative integer.

    Returns:
        The factorial of n (n!).

    Raises:
        ValueError: If n is negative.
        TypeError: If n is not an integer.

    Example:
        >>> factorial(5)
        120
    """
    if not isinstance(n, int):
        raise TypeError(f"Expected an integer, got {type(n).__name__}")
    if n < 0:
        raise ValueError("n must be a non-negative integer")
    
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result
```

[stderr]
phase       detail                      elapsed/progress
load        weights                      0.00%           0 B /      15.17 GiB     0.000 s
load        weights                     61.40%      9.31 GiB /      15.17 GiB    10.120 s
load        weights                    100.00%     15.17 GiB /      15.17 GiB    12.567 s
load        engine construction           14.471 s
load        artifact/materialize          14.339 s
load        host to device                12.567 s
summary     target                    qwen3_8_27b
summary     weights                   groupwise-int
summary     artifact file read        15.18 GiB
summary     weight H2D                15.17 GiB
summary     pinned staging peak       256.00 MiB
summary     tensors/resources         783 / 6
prepare     render/preprocess              0.000 s
generate    vision                         0.000 s
generate    text prefill                   0.224 s
generate    decode                         3.363 s
generate    total                          3.589 s
summary     sampling                  greedy (temperature 0)
summary     finish reason             stop-token
summary     prompt tokens             46
summary     reused prompt tokens      0
summary     generated tokens          175
summary     model elapsed             3.588 s
summary     prefill speed             204.92 tok/s
summary     decode speed              51.73 tok/s
summary     throughput (overall)      48.78 tok/s
summary     device                    0
summary     max context               1024
summary     KV capacity policy        explicit
summary     KV capacity               1024
summary     KV page groups            16 / 16
summary     gpu weights used          15.17 GiB / 15.17 GiB
summary     gpu sequence used         119.18 MiB / 119.18 MiB
summary     kv cache dtype            int8-group64
summary     kv cache payload          35.19 MiB
summary     gpu workspace peak        4.77 MiB / 10.79 MiB
summary     runtime reservation       141.97 MiB
summary     free after weights        179.06 MiB
summary     free after startup        45.06 MiB
summary     KV capacity headroom      0 B
summary     planned slack             37.09 MiB
summary     CUDA Graph memory         2.00 MiB / 12.00 MiB
summary     planned device total      15.31 GiB
summary     mtp draft window          2
summary     mtp rounds                62
summary     mtp fallback steps        0
summary     mtp drafted tokens        124
summary     mtp accepted tokens       114
summary     mtp acceptance rate       91.94%
summary     mtp acceptance length     2.84 tok/round
summary     mtp accepted by pos       60,54
