```bash
#!/bin/bash

# Find all .log files recursively, print path and line count,
# exit non-zero if any file has more than 1000 lines.

exit_code=0

while IFS= read -r -d '' file; do
    line_count=$(wc -l < "$file")
    echo "$file: $line_count"
    if [ "$line_count" -gt 1000 ]; then
        exit_code=1
    fi
done < <(find . -type f -name '*.log' -print0)

exit $exit_code
```

[stderr]
phase       detail                      elapsed/progress
load        weights                      0.00%           0 B /      15.17 GiB     0.000 s
load        weights                     68.81%     10.44 GiB /      15.17 GiB    10.029 s
load        weights                    100.00%     15.17 GiB /      15.17 GiB    14.329 s
load        engine construction           16.287 s
load        artifact/materialize          16.154 s
load        host to device                14.329 s
summary     target                    qwen3_8_27b
summary     weights                   groupwise-int
summary     artifact file read        15.18 GiB
summary     weight H2D                15.17 GiB
summary     pinned staging peak       256.00 MiB
summary     tensors/resources         783 / 6
prepare     render/preprocess              0.000 s
generate    vision                         0.000 s
generate    text prefill                   0.259 s
generate    decode                         2.151 s
generate    total                          2.411 s
summary     sampling                  greedy (temperature 0)
summary     finish reason             stop-token
summary     prompt tokens             69
summary     reused prompt tokens      0
summary     generated tokens          133
summary     model elapsed             2.410 s
summary     prefill speed             266.78 tok/s
summary     decode speed              61.36 tok/s
summary     throughput (overall)      55.19 tok/s
summary     device                    0
summary     max context               1024
summary     KV capacity policy        explicit
summary     KV capacity               1024
summary     KV page groups            16 / 16
summary     gpu weights used          15.17 GiB / 15.17 GiB
summary     gpu sequence used         121.38 MiB / 121.38 MiB
summary     kv cache dtype            int8-group64
summary     kv cache payload          35.19 MiB
summary     gpu workspace peak        10.79 MiB / 10.79 MiB
summary     runtime reservation       144.17 MiB
summary     free after weights        179.06 MiB
summary     free after startup        43.06 MiB
summary     KV capacity headroom      0 B
summary     planned slack             34.90 MiB
summary     CUDA Graph memory         2.00 MiB / 12.00 MiB
summary     planned device total      15.31 GiB
summary     mtp draft window          3
summary     mtp rounds                35
summary     mtp fallback steps        0
summary     mtp drafted tokens        105
summary     mtp accepted tokens       100
summary     mtp acceptance rate       95.24%
summary     mtp acceptance length     3.86 tok/round
summary     mtp accepted by pos       34,34,32
