```python
import heapq
from typing import Dict, List, Tuple


def dijkstra(graph: Dict[int, List[Tuple[int, int]]], source: int) -> Dict[int, int]:
    """
    Compute shortest paths from source to all reachable nodes using Dijkstra's algorithm.
    
    Args:
        graph: A dictionary mapping each node to a list of (neighbor, weight) tuples.
        source: The starting node.
        
    Returns:
        A dictionary mapping each reachable node to its shortest distance from source.
    """
    # Initialize distances to infinity, except source which is 0
    distances: Dict[int, int] = {source: 0}
    
    # Min-heap of (distance, node)
    heap: List[Tuple[int, int]] = [(0, source)]
    
    while heap:
        dist, node = heapq.heappop(heap)
        
        # If we've already found a shorter path to this node, skip
        if dist > distances.get(node, float('inf')):
            continue
        
        # Explore neighbors
        if node in graph:
            for neighbor, weight in graph[node]:
                new_dist = dist + weight
                # If we found a shorter path to neighbor, update it
                if new_dist < distances.get(neighbor, float('inf')):
                    distances[neighbor] = new_dist
                    heapq.heappush(heap, (new_dist, neighbor))
    
    return distances
```

[stderr]
phase       detail                      elapsed/progress
load        weights                      0.00%           0 B /      15.17 GiB     0.000 s
load        weights                    100.00%     15.17 GiB /      15.17 GiB     4.912 s
load        engine construction            6.838 s
load        artifact/materialize           6.703 s
load        host to device                 4.912 s
summary     target                    qwen3_8_27b
summary     weights                   groupwise-int
summary     artifact file read        15.18 GiB
summary     weight H2D                15.17 GiB
summary     pinned staging peak       256.00 MiB
summary     tensors/resources         783 / 6
prepare     render/preprocess              0.000 s
generate    vision                         0.000 s
generate    text prefill                   0.225 s
generate    decode                         5.645 s
generate    total                          5.871 s
summary     sampling                  greedy (temperature 0)
summary     finish reason             stop-token
summary     prompt tokens             66
summary     reused prompt tokens      0
summary     generated tokens          321
summary     model elapsed             5.870 s
summary     prefill speed             293.41 tok/s
summary     decode speed              56.69 tok/s
summary     throughput (overall)      54.69 tok/s
summary     device                    0
summary     max context               1024
summary     KV capacity policy        explicit
summary     KV capacity               1024
summary     KV page groups            16 / 16
summary     gpu weights used          15.17 GiB / 15.17 GiB
summary     gpu sequence used         121.38 MiB / 121.38 MiB
summary     kv cache dtype            int8-group64
summary     kv cache payload          35.19 MiB
summary     gpu workspace peak        7.39 MiB / 10.79 MiB
summary     runtime reservation       144.17 MiB
summary     free after weights        179.06 MiB
summary     free after startup        43.06 MiB
summary     KV capacity headroom      0 B
summary     planned slack             34.90 MiB
summary     CUDA Graph memory         2.00 MiB / 12.00 MiB
summary     planned device total      15.31 GiB
summary     mtp draft window          3
summary     mtp rounds                91
summary     mtp fallback steps        0
summary     mtp drafted tokens        273
summary     mtp accepted tokens       229
summary     mtp acceptance rate       83.88%
summary     mtp acceptance length     3.52 tok/round
summary     mtp accepted by pos       87,78,64
